"","Sample","depth","ring","treatment","plant","bulkdensity","drywt","lf_final","hf_final","lf_perC","lf_isoC","lf_perN","lf_isoN","hf_perC","hf_isoC","hf_perN","hf_isoN","soc_perC","soc_isoC","lf_mgCgsoil","lf_gCm2","lf_mgNgsoil","lf_gNm2","lf_CN","hf_mgCgsoil","hf_gCm2","hf_mgNgsoil","hf_gNm2","hf_CN","ws_mgCgsoil","ws_gCm2","sum_frac","dif_soc","per_recovery"
"21",49,"60","3","elevated","LATR",1576997.704,25.004,0.064,24.93,6.159856066,-21.92479126,0.554701621,4.945460258,0.11,-25.76,0.0086884,6.5461575,0.202524845,-25.5605051,0.157667088555431,24.864063664828,0.0141980898032315,2.23903550208819,11.1048099244693,1.09674452087666,172.956359129707,0.0866268645016797,13.6610366423868,12.6605589061277,2.02524845,319.381215567956,1.25441160943209,0.77083684056791,38.0613470198143
"22",55,"60","4","ambient","LATR",1576997.704,25.052,0.067,24.775,14.72202115,-22.46453802,1.41536836,4.281410399,0.13,-25.97,0.0153956,7.5637674,0.127008851,-26.23313567,0.393731205911704,62.0913207715908,0.0378531375219543,5.96943109613182,10.4015474459243,1.28562589813189,202.742908955692,0.152253708286764,24.0103748393712,8.44397100470264,1.27008851,200.292666414678,1.67935710404359,-0.409268594043589,-32.2236277882389
"23",61,"60","5","ambient","LATR",1576997.704,25.03,0.077,24.679,13.10450486,-21.64252087,1.13463318,4.77156665,0.12,-24.57,0.0159267,7.9113668,0.134744219,-23.78307915,0.403134987702757,63.5742950009315,0.0349048161646025,5.50448149501202,11.5495519529933,1.18317219336796,186.585983237791,0.157033571434279,24.7641581602778,7.53451750833506,1.34744219,212.491323990273,1.58630718107072,-0.238864991070715,-17.7272904799511
"24",67,"60","6","ambient","LATR",1576997.704,25.013,0.37,24.8,9.967933492,-22.26523224,0.990673914,3.454653071,0.09,-29.81,0.0079493,5.9144334,0.128826003,-24.22217196,1.47448742335585,232.526328120906,0.146543536632951,23.1098820806203,10.0617704283268,0.89233598528765,140.72117999952,0.0788160716427458,12.429276401891,11.3217516007699,1.28826003,203.158310946497,2.36682340864351,-1.07856337864351,-83.7224902990668
"25",1,"80","1","elevated","LATR",1301132.155,25.021,0.112,24.848,9.424988379,-22.00584864,0.89346505,4.693263681,0.2,-24.96,0.0174279,8.5171861,0.125321289,-26.25001982,0.421885095898645,54.8928263988986,0.0399936395827505,5.20370104565975,10.5488047674612,1.98617161584269,258.427175472123,0.173074001518724,22.5192148570531,11.4758519385583,1.25321289,163.059558823948,2.40805671174134,-1.15484382174134,-92.1506498182713
"26",7,"80","2","elevated","LATR",1301132.155,25.057,0.022,24.76,14.23434561,-22.53033753,1.09100102,4.089212201,0.17,-26.18,0.0145043,6.5685351,0.097052052,-25.53225217,0.124977293139642,16.2611974748849,0.00957896892684679,1.24635044824662,13.0470506892835,1.67984994213194,218.570677528276,0.143323808915672,18.6483216357257,11.7206621484663,0.97052052,126.277545565932,1.80482723527158,-0.834306715271581,-85.9648712292638
"27",13,"80","3","elevated","LATR",1301132.155,24.972,0.116,24.585,18.44355451,-21.71213485,1.362165876,4.890546487,0.21,-24.84,0.0211214,9.0323952,0.172714199,-25.70501,0.856740478600032,111.473258519659,0.0632753650552619,8.23296120927646,13.5398741335082,2.06745555021624,269.003289541957,0.207940741230178,27.0558384749119,9.94252274943896,1.72714199,224.723997943969,2.92419602881627,-1.19705403881627,-69.3083745139144
"28",19,"80","4","ambient","LATR",1301132.155,25.012,0.096,24.737,17.85101933,-22.35582577,1.630001231,3.406857752,0.13,-27.57,0.0111997,7.7688936,0.099547966,-29.26711191,0.685150270142332,89.1471047489124,0.062562017501999,8.14014526535237,10.9515373304648,1.28570686070686,167.28745383698,0.110765624060451,14.4120715133694,11.6074537710832,0.99547966,129.525059527447,1.97085713084919,-0.975377470849192,-97.9806529496738
"29",25,"80","5","ambient","LATR",1301132.155,25,0.025,24.79,16.71673997,-21.08370179,1.267351342,3.91328475,0.14,-26.04,0.0128195,7.6594823,0.118585129,-24.50556729,0.1671673997,21.7506879017407,0.01267351342,1.6489915827586,13.1902964994848,1.38824,180.62837028572,0.127118162,16.5397528062699,10.9208627481571,1.18585129,154.294924446723,1.5554073997,-0.3695561097,-31.1637819021979
"30",31,"80","6","ambient","LATR",1301132.155,25.06,0.069,24.636,10.10628162,-22.59709066,0.892882935,4.296664225,0.16,-24.69,0.013228,7.5344644,0.135428281,-25.42037953,0.278265535426975,36.2060235772329,0.024584566047486,3.19877694011053,11.3187084486053,1.57292897047087,204.658846101069,0.130041902633679,16.9201701014059,12.0955548835803,1.35428281,176.210091105476,1.85119450589785,-0.496911695897845,-36.6918705774494
