"","treatment","plant","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP",0.0413950303333333,0.0130761372698828,6.98155095841901,0.0104583076742012,0.0723317529924655
"2","elevated","INSP",0.0138876794875114,0.0176870996952459,6.99907344235315,-0.0279367878062025,0.0557121467812253
"3","ambient","LATR",0.0498474286666667,0.0130761372698828,6.98155095841902,0.0189107060075345,0.0807841513257989
"4","elevated","LATR",0.028704443,0.0130761372698828,6.981550958419,-0.00223227965913222,0.0596411656591322
