"","treatment","plant","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP",0.719681351333335,0.126335727423277,4.68784392083885,0.388311658223718,1.05105104444295
"2","elevated","INSP",0.595257209346743,0.140061152421203,5.84424757352129,0.250313682368,0.940200736325486
"3","ambient","LATR",0.440424739666668,0.126335727423277,4.68784392083885,0.109055046557051,0.771794432776285
"4","elevated","LATR",0.547816355,0.126335727423277,4.68784392083886,0.216446661890383,0.879186048109617
