"","treatment","plant","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP",0.042775641666667,0.0429294709990657,4.3746527206235,-0.0724958866936576,0.158047170026992
"2","elevated","INSP",0.0954046182958002,0.0455499635812157,5.17406882126607,-0.0205103301355008,0.211319566727101
"3","ambient","LATR",0.130136968,0.0429294709990657,4.3746527206235,0.0148654396396756,0.245408496360325
"4","elevated","LATR",0.117761020333334,0.0429294709990657,4.37465272062354,0.00248949197300923,0.233032548693658
