"","treatment","plant","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP",0.0535048899999999,0.0193109638227202,6.11698470425373,0.00647085572761524,0.100538924272384
"2","elevated","INSP",0.0968186539604501,0.0247032629739822,6.89980881496351,0.0382323289732501,0.15540497894765
"3","ambient","LATR",0.114071828,0.0193109638227202,6.11698470425374,0.0670377937276153,0.161105862272385
"4","elevated","LATR",0.08015996,0.0193109638227202,6.11698470425374,0.0331259257276154,0.127193994272385
