"","treatment","plant","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP",0.039893317,0.0351548249313236,4.11945383596238,-0.056605974272375,0.136392608272375
"2","elevated","INSP",0.102041988772659,0.035851380798969,4.41895909529985,0.00611625644068621,0.197967721104632
"3","ambient","LATR",0.0793458103333333,0.0351548249313236,4.11945383596238,-0.0171534809390417,0.175845101605708
"4","elevated","LATR",0.0857572526666668,0.0351548249313236,4.11945383596237,-0.0107420386057084,0.182256543939042
