"","contrast","plant","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP",0.0275073508458219,0.0219958828313479,6.99471963303717,1.25056816572142,0.251301646402983
"2","ambient - elevated","LATR",0.0211429856666666,0.0184924506705205,6.98155095841902,1.1433306511598,0.29058659075823
