"","contrast","plant","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP",-0.00558895910895396,0.0427478767189449,6.42382588508727,-0.13074237922271,0.899978287981256
"2","ambient - elevated","LATR",0.0231380420000001,0.0379362846119315,5.73744332776215,0.60991850511167,0.56527097370332
