"","contrast","plant","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP",0.00122666345999347,0.0269933650346853,5.16418622701177,0.0454431471740283,0.965459247612899
"2","ambient - elevated","LATR",0.0199107500000001,0.0257535552226903,4.58998130719298,0.773126266561351,0.477348544447117
