"","contrast","plant","depth","fraction","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","LATR","0","hf",0.0856514854486901,0.367125937516291,27.9999999999999,0.233302735372352,0.817223543811481
"2","ambient - elevated","LYAN","0","hf",0.401471588012622,0.416653440091031,28,0.963562398344552,0.343513928509659
"3","ambient - elevated","LATR","20","hf",0.393174945377364,0.367125937516293,28.0000000000001,1.07095387494902,0.293335151577634
"4","ambient - elevated","LYAN","20","hf",-0.197194611793985,0.415943436553136,28,-0.47408997105017,0.639112005514581
"5","ambient - elevated","LATR","0","lf",0.21398779373828,0.367125937516294,28.0000000000001,0.582872992265175,0.564644019597482
"6","ambient - elevated","LYAN","0","lf",0.539152410841527,0.367125937516294,27.9999999999999,1.46857619074544,0.153093597939437
"7","ambient - elevated","LATR","20","lf",1.22388954753927,0.367125937516293,28,3.33370492921099,0.00242218437754855
"8","ambient - elevated","LYAN","20","lf",0.231220978587871,0.460675238506273,28,0.501917531616413,0.619649701728621
