"","contrast","plant","depth","fraction","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","LATR","0","hf",0.0856514854486904,0.367125937516293,28.0000000000002,0.233302735372352,0.817223543811481
"2","ambient - elevated","LYAN","0","hf",0.40147158801263,0.416653440091031,27.9999999999999,0.963562398344571,0.343513928509649
"3","ambient - elevated","LATR","20","hf",0.393174945377364,0.367125937516293,27.9999999999999,1.07095387494901,0.293335151577635
"4","ambient - elevated","LYAN","20","hf",-0.197194611793987,0.415943436553136,28,-0.474089971050177,0.639112005514576
"5","ambient - elevated","LATR","0","lf",0.213987793738275,0.367125937516293,28.0000000000002,0.582872992265162,0.564644019597491
"6","ambient - elevated","LYAN","0","lf",0.539152410841526,0.367125937516294,27.9999999999999,1.46857619074544,0.153093597939438
"7","ambient - elevated","LATR","20","lf",1.22388954753928,0.367125937516293,28.0000000000001,3.333704929211,0.00242218437754848
"8","ambient - elevated","LYAN","20","lf",0.23122097858787,0.460675238506273,28,0.501917531616412,0.619649701728622
