"","contrast","plant","depth","fraction","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","LATR","0","hf",0.291246021309204,0.362189400461257,27.0000000000001,0.80412629673396,0.428347708527547
"2","ambient - elevated","LYAN","0","hf",0.334475648869814,0.411508449677349,27.0000000000001,0.812803841894538,0.423439963702763
"3","ambient - elevated","LATR","20","hf",0.410145627123158,0.362189400461257,27.0000000000001,1.13240648843072,0.267420364327027
"4","ambient - elevated","LYAN","20","hf",-0.0119078017048648,0.454385241907516,27.0000000000001,-0.026206400663181,0.979285447197866
"5","ambient - elevated","LATR","0","lf",0.180551141126199,0.362189400461257,27,0.498499240718426,0.62216904472273
"6","ambient - elevated","LYAN","0","lf",0.46066732492046,0.362189400461257,27.0000000000001,1.27189620771284,0.214256456619054
"7","ambient - elevated","LATR","20","lf",1.28543794101054,0.362189400461257,27.0000000000002,3.54907664159555,0.0014395116401092
"8","ambient - elevated","LYAN","20","lf",0.225241590971351,0.454385241907515,27.0000000000002,0.495706220619718,0.624112613465638
