"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",-12.3151404448285,6.80259349582106,12.5953461057263,-1.81035960070139,0.0941487671711858
"2","ambient - elevated","LATR","0",3.57473412364088,6.16510714546495,11.0625984088887,0.579833251766022,0.573646401369663
"3","ambient - elevated","INSP","20",-7.06371829193575,6.16510714546495,11.0625984088887,-1.14575758786801,0.276076274485636
"4","ambient - elevated","LATR","20",9.66005393841894,6.16510714546495,11.0625984088887,1.56689149279828,0.145279862553656
