"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",0.984072700615719,1.10748422492614,13.9976428003552,0.888565885154122,0.389250937817368
"2","ambient - elevated","LATR","0",1.41953356999999,0.9702164226226,13.9952459233019,1.463110226647,0.165531740979495
"3","ambient - elevated","INSP","20",0.64616747894904,1.10748422492614,13.9976428003552,0.583455244242541,0.568869389975348
"4","ambient - elevated","LATR","20",2.21985507333333,0.9702164226226,13.9952459233018,2.28799989525309,0.0382151134360486
