"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"plant",0.662983637936726,0.662983637936726,1,15.0000000006797,0.606159459130891,0.448345881246864
"treatment",3.48021583660719,3.48021583660719,1,14.9999999999738,3.18192731836002,0.0946962822260429
"depth",4.99177565408976,4.99177565408976,1,14.999999999394,4.56393168314446,0.0495401246361648
"plant:treatment",0.00168756894055382,0.00168756894055382,1,15.0000000001802,0.00154292778542119,0.969185094226351
"plant:depth",0.0314685035302051,0.0314685035302051,1,15.0000000000158,0.0287713451555016,0.86757448463459
"treatment:depth",2.35753903832616,2.35753903832616,1,14.9999999997674,2.15547489648324,0.162718670419939
"plant:treatment:depth",0.0197648431095968,0.0197648431095968,1,14.9999999999738,0.0180708028427446,0.89485152886088
