"","plant","treatment","depth","emmean","SE","df","lower.CL","upper.CL"
"1","INSP","ambient","0",208.339780049779,28.9284189222274,14.0461777012305,146.313623241547,270.36593685801
"2","LATR","ambient","0",312.947789999676,28.9284189222274,14.0461777012305,250.921633191445,374.973946807907
"3","INSP","elevated","0",244.241358598052,36.1996255103076,14.8351750999225,167.008951885603,321.473765310502
"4","LATR","elevated","0",229.829558006721,28.9284189222274,14.0461777012306,167.803401198489,291.855714814952
"5","INSP","ambient","20",168.600353275937,28.9284189222274,14.0461777012305,106.574196467706,230.626510084169
"6","LATR","ambient","20",266.477245970693,28.9284189222274,14.0461777012305,204.451089162461,328.503402778924
"7","INSP","elevated","20",216.522259669408,28.9284189222274,14.0461777012305,154.496102861177,278.54841647764
"8","LATR","elevated","20",177.706583839688,28.9284189222274,14.0461777012306,115.680427031457,239.73274064792
