"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",2.54263392453961,3.20473048647213,13.9587711992369,0.793400236079953,0.440823406282933
"2","ambient - elevated","LATR","0",2.82813767957431,2.8079113192816,13.9165731307799,1.00720334725453,0.331029469490455
"3","ambient - elevated","INSP","20",1.2523970159621,3.20473048647213,13.9587711992369,0.390796362205416,0.701847271018912
"4","ambient - elevated","LATR","20",5.45223132940441,2.8079113192816,13.9165731307799,1.94173914680445,0.0726916134102621
