"","contrast","treatment","depth","estimate","SE","df","t.ratio","p.value"
"1","INSP - LATR","ambient","0",-53.3783213272372,32.1856272102835,10.1549990079593,-1.65845210902655,0.127751452043252
"2","INSP - LATR","elevated","0",-38.3043486130286,37.1138863518071,11.195198178559,-1.03207592570438,0.323817846027504
"3","INSP - LATR","ambient","20",-61.4659453199319,32.1856272102835,10.1549990079593,-1.90973271759928,0.0847950859156986
"4","INSP - LATR","elevated","20",5.33987425171543,37.1138863518071,11.1951981785589,0.14387806766174,0.888154031851911
