"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",-0.222135113255266,0.294964415292298,14.4602749564005,-0.753091226394677,0.46348055588274
"2","ambient - elevated","LATR","0",0.488356565343275,0.261054874480333,13.7984589919112,1.8707046413725,0.0827452416722519
"3","ambient - elevated","INSP","20",-0.31964689181138,0.261054874480333,13.7984589919112,-1.2244432993166,0.24127939986718
"4","ambient - elevated","LATR","20",0.592114721005331,0.261054874480333,13.7984589919112,2.26816190344662,0.0399235888169235
