"","plant","treatment","depth","emmean","SE","df","lower.CL","upper.CL"
"1","INSP","ambient","0",25.2279864232428,4.3593890692999,11.0625984088888,15.639655776614,34.8163170698716
"2","LATR","ambient","0",36.29826473906,4.3593890692999,11.0625984088888,26.7099340924313,45.8865953856888
"3","INSP","elevated","0",37.5431268680713,5.22216480129223,13.5914733052755,26.3110307950997,48.7752229410428
"4","LATR","elevated","0",32.7235306154192,4.3593890692999,11.0625984088887,23.1351999687904,42.3118612620479
"5","INSP","ambient","20",19.5748394631921,4.3593890692999,11.0625984088888,9.98650881656328,29.1631701098208
"6","LATR","ambient","20",30.1001791946107,4.3593890692999,11.0625984088888,20.5118485479819,39.6885098412395
"7","INSP","elevated","20",26.6385577551278,4.3593890692999,11.0625984088888,17.050227108499,36.2268884017566
"8","LATR","elevated","20",20.4401252561917,4.3593890692999,11.0625984088887,10.851794609563,30.0284559028205
