"","contrast","treatment","depth","estimate","SE","df","t.ratio","p.value"
"1","INSP - LATR","ambient","0",-1.15778717484884,0.593691767417532,10.1267173577651,-1.9501486097492,0.0793664241439778
"2","INSP - LATR","elevated","0",-0.0817907244569915,0.687283139301024,11.1220564424026,-0.119005864948431,0.907393015563229
"3","INSP - LATR","ambient","20",-1.73900592821173,0.593691767417531,10.1267173577651,-2.92913936768257,0.0148739820119962
"4","INSP - LATR","elevated","20",1.10047407077298,0.687283139301024,11.1220564424026,1.6011946283044,0.137332759588865
