"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",21.2740403208589,38.5066269323856,13.8426435730231,0.552477378977243,0.589431504645438
"2","ambient - elevated","LATR","0",36.3480130350675,33.7821603290022,13.6845002603241,1.07595288995957,0.30055252922478
"3","ambient - elevated","INSP","20",5.28220966631753,38.5066269323856,13.8426435730231,0.137176639117018,0.892866401419121
"4","ambient - elevated","LATR","20",72.0880292379649,33.7821603290022,13.6845002603241,2.13390820882692,0.0514566844031992
