"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"plant",7148.26404902237,7148.26404902237,1,11.5854679219608,4.6002917334945,0.053920923248503
"treatment",4400.83305411501,4400.83305411501,1,4.11866185913851,2.83217236807354,0.165620224859482
"depth",8113.20811429192,8113.20811429192,1,10.515758964678,5.22128505107504,0.0441844345414914
"plant:treatment",2193.58170524281,2193.58170524281,1,11.5854679205606,1.41168760921099,0.258562939545536
"plant:depth",421.423907782605,421.423907782605,1,10.5157589598022,0.27120891253792,0.613310929075284
"treatment:depth",129.996944150765,129.996944150765,1,10.5157589623632,0.0836600135998193,0.77801987635865
"plant:treatment:depth",892.061326427164,892.061326427164,1,10.515758961288,0.57408936177928,0.465278841829594
