"","Sum Sq","Mean Sq","NumDF","DenDF","F value","Pr(>F)"
"plant",7808.15414922634,7808.15414922634,1,10.8627224819679,3.68464114394828,0.0815515181182721
"treatment",1607.84726651363,1607.84726651363,1,3.56977476817675,0.758737606629847,0.438368164493336
"depth",9664.17827929287,9664.17827929287,1,10.8627224801963,4.56049256069849,0.0563457338037466
"plant:treatment",22918.1726785799,22918.1726785799,1,10.8627224784104,10.8150070274898,0.00733902759973375
"plant:depth",339.761380404213,339.761380404213,1,10.8627224782401,0.160332229287003,0.696613112198958
"treatment:depth",14.2124398103935,14.2124398103935,1,10.8627224794692,0.00670680156672538,0.936219647586003
"plant:treatment:depth",109.467485417982,109.467485417982,1,10.8627224732319,0.0516573306554943,0.824424975128461
