"","treatment","plant","depth","emmean","SE","df","lower.CL","upper.CL"
"1","ambient","INSP","0",12.1365531835308,0.452336497679786,13.3091228852179,11.1616418195018,13.1114645475599
"2","elevated","INSP","0",13.6623684201247,0.569645947937255,13.8159576098297,12.4390707292287,14.8856661110207
"3","ambient","LATR","0",13.2943403583797,0.452336497679786,13.3091228852178,12.3194289943506,14.2692517224087
"4","elevated","LATR","0",13.7441591445817,0.452336497679786,13.3091228852179,12.7692477805527,14.7190705086108
"5","ambient","INSP","20",11.2898418306564,0.452336497679786,13.3091228852179,10.3149304666274,12.2647531946855
"6","elevated","INSP","20",13.3411951267611,0.569645947937255,13.8159576098296,12.1178974358651,14.5644928176571
"7","ambient","LATR","20",13.0288477588681,0.452336497679786,13.3091228852179,12.0539363948391,14.0037591228972
"8","elevated","LATR","20",12.2407210559881,0.452336497679786,13.3091228852179,11.265809691959,13.2156324200171
