"","contrast","treatment","depth","estimate","SE","df","t.ratio","p.value"
"1","INSP - LATR","ambient","0",-0.45916522812469,0.853910457669246,11.0526315789474,-0.537720581825388,0.601429033994483
"2","INSP - LATR","elevated","0",-0.375417219637738,0.981599161345646,12.2093023255813,-0.382454706993728,0.70869862297757
"3","INSP - LATR","ambient","20",-0.191544226397369,0.853910457669246,11.0526315789474,-0.224314182683967,0.826605616783904
"4","INSP - LATR","elevated","20",-0.344440230745149,0.853910457669246,11.0526315789473,-0.403368090473211,0.69437107045738
