"","contrast","treatment","depth","estimate","SE","df","t.ratio","p.value"
"1","INSP - LATR","ambient","0",-11.0702783158173,4.94039447811318,11.0068732826742,-2.24076809349143,0.0466241452051088
"2","INSP - LATR","elevated","0",4.81959625265212,5.71613766049203,11.4958768008128,0.84315608526427,0.416339996596178
"3","INSP - LATR","ambient","20",-10.5253397314186,4.94039447811318,11.0068732826742,-2.1304654472528,0.0565186670853614
"4","INSP - LATR","elevated","20",6.19843249893605,4.94039447811318,11.0068732826742,1.25464323272083,0.235595581857345
