"","contrast","plant","depth","estimate","SE","df","t.ratio","p.value"
"1","ambient - elevated","INSP","0",-6.50560857421043,7.54148732810306,14,-0.862642644769491,0.40286971585214
"2","ambient - elevated","LATR","0",1.73698218157994,6.60763742762136,14,0.262874923239429,0.79647602371291
"3","ambient - elevated","INSP","20",-1.17626168506138,7.54148732810305,14,-0.15597210919895,0.878281690668941
"4","ambient - elevated","LATR","20",-13.5749227339685,6.60763742762136,14,-2.05442911822346,0.0590964858110965
