"","plant","treatment","depth","emmean","SE","df","lower.CL","upper.CL"
"1","INSP","ambient","0",73.9759089872812,4.6723052326931,14,63.9548109223123,83.99700705225
"2","LATR","ambient","0",71.8996115836051,4.6723052326931,14,61.8785135186363,81.920709648574
"3","INSP","elevated","0",80.4815175614916,5.91976308077339,14,67.7848885102216,93.1781466127617
"4","LATR","elevated","0",70.1626294020252,4.6723052326931,14,60.1415313370563,80.183727466994
"5","INSP","ambient","20",80.8046781885655,4.6723052326931,14,70.7835801235966,90.8257762535344
"6","LATR","ambient","20",72.0176069091591,4.6723052326931,14,61.9965088441902,82.0387049741279
"7","INSP","elevated","20",81.9809398736269,5.91976308077339,14,69.2843108223568,94.6775689248969
"8","LATR","elevated","20",85.5925296431275,4.67230523269309,14,75.5714315781587,95.6136277080964
